"Classification %age","MeanLI_Overall","MeanLI_AcStrat1","MeanLI_AcStrat2","MeanLI_AcStrat3","MeanLI_AcStrat4","MeanLI_AcStrat5","MeanLI_AcStrat6"
0.337734516103263,0.537486042929797,0.500482935863059,0.4432425103445,0.543990656655892,0.444392899645819,0.59158116987495,0.701226085194562
0.333820983922934,0.545717486515444,0.614706132597046,0.43934355324074,0.440421766300353,0.537152585652082,0.543893796904203,0.69878708439824
0.325373372718166,0.523926791950514,0.594562206199146,0.454556301994871,0.465842585866715,0.355639931615552,0.577122016224803,0.695837709801999
0.371875755612651,0.541967141290308,0.559758513424548,0.457922479133432,0.514259812264298,0.449734373743724,0.57612910475102,0.693998564424827
0.303703229255968,0.518022243546388,0.514147423882872,0.45457408061737,0.427680573626369,0.428902805614922,0.592446619702745,0.690381957834053
0.376520168726983,0.558865054044471,0.614887981117682,0.469697856964763,0.506136275496286,0.516723365358906,0.547399295893886,0.6983455494353
0.369746799155615,0.568294265007392,0.62523726351857,0.507527189753314,0.445465992124135,0.524510386111834,0.600884539174518,0.706140219361979
0.326912980768152,0.519294143851755,0.501518498843254,0.468813122044228,0.407421313396893,0.432015676658632,0.602242876971042,0.703753375196479
0.34906118729802,0.520245519234021,0.541685300360802,0.445473181435467,0.433283110201154,0.408772197471533,0.59368933907421,0.69856998686096
0.38925808169259,0.562023059343885,0.590853856965605,0.483056968014844,0.504906564504274,0.533551231283144,0.560924352358104,0.698845382937339
0.330119888061891,0.521782499801752,0.509452462001322,0.503179975711726,0.416107183266875,0.476265933016005,0.536104588436196,0.689584856378385
0.347851136101676,0.547949891783801,0.56549116114418,0.491095675783661,0.46732703888746,0.505216965211526,0.557885467365558,0.70068304231042
0.383918482588331,0.570401403114007,0.573757537833524,0.519565731633427,0.473209654558052,0.594835426759839,0.556828793917462,0.704211273981739
0.41368278001133,0.58529123523734,0.600088397010133,0.513586167373362,0.551016640044512,0.590074794916385,0.545839690562004,0.711141721517645
0.391507822755592,0.578773506334593,0.661284179400091,0.517336873525145,0.531536396311711,0.489320408373423,0.570214908107956,0.702948272289234
0.342536916521894,0.5278933554589,0.626761706886532,0.487262698390922,0.351798424754713,0.438680546457977,0.57133957574052,0.691517180522739
0.305470058507486,0.504330406964683,0.48581282046568,0.436530190286974,0.469929786274484,0.355339302340292,0.574560595014065,0.703809747406603
0.441660073228184,0.585940431166851,0.652270571847938,0.485087801606107,0.467632016986181,0.647711821351587,0.559088716128577,0.703851659080716
0.338537054180766,0.540601505720849,0.600746855832715,0.493836749946159,0.398872090305383,0.469600087932835,0.585991316443913,0.694561933864087
0.34883976855855,0.557734931685069,0.596206146569083,0.490189052407509,0.482255262793699,0.492884969187694,0.58185877002922,0.703015389123212
0.323759909657013,0.517872056471301,0.515856209473682,0.474478215322327,0.444687240949015,0.379901895821574,0.585355631873889,0.706953145387317
0.331417361090894,0.540945549939206,0.589140622947762,0.493748312098997,0.482693167547534,0.414342228176093,0.575599952779007,0.690149016085843
0.334688648204671,0.521816336753078,0.514666545791777,0.499454460917619,0.425729401269582,0.42245179015334,0.569364997325599,0.699230825060551
0.310000527685268,0.501456102356142,0.50492287593963,0.4801153527305,0.418643182984634,0.350866519270719,0.563167183713395,0.691021499497972
0.356933512926204,0.521896551827427,0.582101559186622,0.492318110419352,0.406239731796349,0.382260332791985,0.579361926554184,0.68909765021607
0.382929572316397,0.56185615664924,0.623535488842716,0.508505598854605,0.448767071706038,0.519428558571525,0.575785497073276,0.695114724847279
0.373726855561845,0.571842624855406,0.677650167558654,0.502682377937736,0.533672412234914,0.448399806356857,0.573410303677592,0.695240681366684
0.381891054185978,0.550295325571038,0.627498258371133,0.486858018980062,0.435596264555659,0.478540963122251,0.568621520745682,0.704656927651439
0.384559097959431,0.565700253312479,0.564525997971589,0.495698027624165,0.564075033829725,0.502975057962788,0.560258398739481,0.706669003747128
0.315044648722287,0.531246305228256,0.622913744475757,0.461027965790464,0.415475803993579,0.416922510401222,0.56775291071718,0.703384895991334
0.348626500817689,0.548844508842819,0.546645169492979,0.447688163052575,0.520543578075289,0.487151068126209,0.58283520618617,0.708203868123694
0.313705067381379,0.48530384895062,0.503046390562091,0.464612098510457,0.371977693341197,0.301351449062826,0.57638528466929,0.694450177557857
0.320812310563979,0.536575685035889,0.550827994277523,0.477215028618004,0.524746720756996,0.404440813323329,0.558405409464573,0.703818143774911
0.341163329150933,0.520975985775704,0.537778126252647,0.491193344857601,0.415877969592591,0.373764118210358,0.603674491445735,0.703567864295294
0.34626920125148,0.553638526203891,0.571186887361286,0.475007308814271,0.550121777965305,0.456945794312583,0.56670630503213,0.701863083737769
0.36508413382843,0.533513166887334,0.491890845906741,0.48264412965619,0.494817287733218,0.444246567135492,0.583869414419761,0.703610756472602
0.396816450124656,0.584825776092356,0.738115117870266,0.480505085493977,0.483399068694821,0.527150178320647,0.572750282776112,0.707034923398314
0.353916923363722,0.521907635076159,0.465919493521224,0.498070845995249,0.500526952130589,0.397318445662212,0.566033116038011,0.70357695710967
0.322114520755333,0.536821770657907,0.545302486643088,0.474631937787007,0.504989907151155,0.400094518368766,0.593060631257776,0.702851142739649
0.341185887994021,0.53465102224444,0.60359852337653,0.48021174079949,0.461753926944086,0.385527548780961,0.580201596137651,0.696612797427919
0.328466340343229,0.511804420036186,0.49955278797308,0.472147089603569,0.482746559619091,0.365066659092089,0.555463113286508,0.695850310642779
0.320369222015543,0.522664268337344,0.512602204481003,0.478604773969524,0.481913532006781,0.384123091799468,0.58104734200598,0.697694665761305
0.344729684736727,0.530266597010703,0.575002776204874,0.4432723269447,0.444911339485078,0.4164399419703,0.599058765474566,0.702914431984698
0.35390649455876,0.532454058892249,0.531433869425913,0.488391761321591,0.50114057809016,0.385297981513647,0.593881985608775,0.694578177393407
0.343100329388455,0.533963779652286,0.545302191113711,0.436811351058409,0.435821969788732,0.500670025951683,0.588370677852064,0.696806462149116
0.371920527671861,0.563071108842655,0.591985095086948,0.46818035987169,0.476461888769063,0.542008758647189,0.593995582791101,0.705794967889939
0.345201598956963,0.512192188215099,0.543597078397181,0.495850554759012,0.382024399420281,0.437077993900523,0.531558500070261,0.683044602743337
0.370915808809888,0.544645219230178,0.56198370767835,0.450453418337488,0.448971367018781,0.516304518115344,0.600274482875194,0.689883821355913
0.364918544834679,0.556162287274851,0.593798082816792,0.507855558106666,0.505558129362861,0.475306703413067,0.543885885569385,0.710569364380334
0.355534513605381,0.563089138171173,0.577213041735822,0.489528135682531,0.467260191539743,0.573039365279551,0.571164977087148,0.700329117702242
0.362700183281872,0.551980539101373,0.579507722412018,0.495350334144774,0.427122924433737,0.501904662689785,0.60374071614633,0.704256874781592
0.343753722049915,0.558042302988695,0.68095295277898,0.460648581788788,0.48441227799563,0.511690643536605,0.516012418501947,0.694536943330218
0.360548056955187,0.534710391543799,0.510820045917272,0.475770912984444,0.446249675254789,0.534099815232553,0.539851792628779,0.701470107244956
0.339340621619305,0.524628076826852,0.555902923526616,0.48594986225494,0.441429996376507,0.407308470168586,0.544808170229997,0.712369038404467
0.346133267937609,0.519429132193507,0.504216772302979,0.498880017518727,0.493368080233147,0.336977259954068,0.586227702278633,0.696904960873491
0.341890873212991,0.532902490962023,0.532506017646338,0.42503611705811,0.498409694710236,0.469058765317467,0.577635060079928,0.694769290960059
0.341057674504935,0.529760836222423,0.496634386269479,0.423140369048715,0.512270858437059,0.467053655624057,0.576934338031494,0.702531409923732
0.394462373170566,0.577109149009641,0.577364094962486,0.502231120425471,0.491615866809665,0.646430060773464,0.539101796758112,0.705911954328649
0.36467246327848,0.539931391791846,0.554878814832795,0.507969132022587,0.411411281543168,0.461926659377417,0.589597874667529,0.713804588307577
0.374295466075844,0.557427216203094,0.607049491937462,0.464485005738556,0.452809449747814,0.535229314269274,0.587977507547533,0.697012527977923
0.318203508009864,0.509458084333724,0.530850527425388,0.475445427852285,0.376401998594952,0.355803989102042,0.615054099487498,0.703192463540181
0.340390913800624,0.518135791858659,0.577837810628935,0.493787763750714,0.406542468390445,0.359482405506821,0.57256339229627,0.698600910578769
0.346510941292732,0.528264632082552,0.581346214265598,0.458792065840503,0.411574976754389,0.441671615771206,0.569850850019356,0.706352069844259
0.355909674501344,0.55893695404857,0.569204161570173,0.477664619023784,0.488221232498231,0.531699000930127,0.580987605116379,0.705845105152723
0.359540223133543,0.535973031554167,0.530866200449603,0.496183832522282,0.461941587399271,0.492267419794616,0.529736495122196,0.704842654037033
0.370425841998704,0.539190991589618,0.5284722256352,0.485754067761697,0.459229592918365,0.470019980105925,0.592123565820422,0.699546517296101
0.346367731525707,0.53778992194681,0.504492632401021,0.448744198504566,0.484307252430379,0.489552341884006,0.598040272700923,0.701602833759967
0.395993008953873,0.5559261645288,0.647060208054944,0.512829341308178,0.489091383449585,0.414779935359068,0.570314286014717,0.701481832986309
0.387245004555982,0.55784915889611,0.556120558777925,0.537466337053085,0.419785944886827,0.557026126499074,0.568971717755366,0.70772426840438
0.342032902006073,0.54113117754746,0.53040609815617,0.490178616866273,0.470048345522755,0.470286845969061,0.581432230467274,0.704434928303231
0.329504748490619,0.50597779414902,0.504861783914643,0.443391540758807,0.412233850475769,0.378945635626826,0.586840185406725,0.709593768711351
0.384897387844717,0.567745733465503,0.61125295453419,0.498027973463725,0.483781000570424,0.538902253555353,0.572753492459795,0.701756726209529
0.3479110865236,0.544609354547284,0.549131005009748,0.496086127716553,0.484830817909694,0.428995896024495,0.606393956653406,0.702218323969805
0.390347680066057,0.545843042620695,0.556486015380274,0.477184802343973,0.565810608904595,0.396024280523047,0.577074149318038,0.702478399254241
0.346136804615247,0.54322213419946,0.569979310451052,0.488093450859367,0.430509532220744,0.487452282634012,0.580174999190951,0.703123229840635
0.335419128072756,0.529370201721986,0.488759424904606,0.49923060474861,0.375861824679041,0.523367673334315,0.590449669073031,0.698552013592312
0.323075273593861,0.51945771417595,0.629359241472308,0.503510909559449,0.36175095430117,0.338101937940246,0.575229734202629,0.708793507579898
0.314544303296686,0.510987164963147,0.552468551178107,0.446052175610668,0.401663300174812,0.373381062504162,0.582626772831088,0.709731127480043
0.339892884381417,0.535296922034113,0.533870917597618,0.435475075772398,0.47309821814126,0.468477375137365,0.607410814156943,0.693449131399092
0.332629781660234,0.531394864010283,0.529217269632342,0.446632222469458,0.53400652045653,0.416026172812121,0.560581142838816,0.701905855852429
0.336913217215314,0.528965110920222,0.587022740007173,0.461729748430545,0.456459615314069,0.417334862580947,0.553413000214995,0.697830698973603
0.354905458026688,0.541272602016719,0.548923982051365,0.492386846272931,0.406696268288094,0.512648884638842,0.588599749231905,0.698379881617176
0.362610535637193,0.544284951255986,0.621470741333096,0.481352128610781,0.48470217631686,0.404739055822965,0.574985050099333,0.698460555352882
0.335350701303726,0.514663198082157,0.473484662878754,0.5113052131144,0.384852055749589,0.450494559958321,0.57664297884498,0.691199717946895
0.327644428451817,0.522816345458053,0.59996753290307,0.475700587469244,0.387754654902898,0.403889565394502,0.581558636165883,0.688027095912719
0.340783865172473,0.529345324844556,0.553601882365547,0.465163243359176,0.431814726185464,0.453052870104316,0.578394479196871,0.694044747855961
0.371120520885973,0.557636685419759,0.578237326587795,0.532271384960481,0.545249089114993,0.40042710575003,0.583923341210327,0.705711864894928
0.340575550076825,0.525910512634803,0.545220520940262,0.480314309083177,0.424353982787043,0.435845677010095,0.569533856791399,0.700194729196844
0.383816050128907,0.555929384545867,0.631435089133077,0.479441717959837,0.515651838533503,0.436185640097933,0.579171524433164,0.693690497117688
0.341690445160922,0.51640413072878,0.57270380328897,0.454244121786785,0.380452734923959,0.39695877705297,0.590661232790789,0.703404114529206
0.418300519088331,0.591230380853866,0.532952972513311,0.534044095630395,0.588741722842686,0.617333581508067,0.566141241517969,0.708168671110768
0.341444415936137,0.5248745427979,0.571329310428942,0.50227212940086,0.439106194051686,0.419157993585516,0.529299059897777,0.688082569422618
0.388309169821411,0.554307462602638,0.548367489827714,0.486127233973976,0.514295083109247,0.487936129093189,0.585706202893018,0.703412636718682
0.342420522159293,0.536215293054551,0.542194030308178,0.4790678621418,0.483506673123838,0.465234491133618,0.551913392805939,0.695375308813935
0.349056347235334,0.537750689454371,0.554328965948682,0.50850157888055,0.469846684470068,0.408093653159615,0.590947235882525,0.694786018384784
0.37093195710864,0.551392793559065,0.548842309781647,0.496630562627387,0.488836749293478,0.474076883858149,0.588004787301363,0.711965468492366
0.394948572483453,0.576740804128882,0.68759998081663,0.495046985697338,0.484929711579316,0.492321083078396,0.604627022800658,0.695920040800956
0.359904240092217,0.529956504898117,0.54346639465923,0.513317463662922,0.466749118701285,0.367309887776506,0.589571752797393,0.699324411791366
0.358296436060343,0.533801164779116,0.549894999210389,0.477879005360163,0.421529435425977,0.463646176277074,0.58397491553571,0.705882456865382
0.325831985588084,0.524973391370534,0.562850478945706,0.482494728163089,0.429541155575119,0.422593053490675,0.546111468355746,0.706249463692868
